mmsi,vessel_type_key,vessel_type_code,timestamp,lat,lon,sog,cog,heading,nav_status,length,width,draught,name,flag,ais_on,true_activity,had_dark_period,region
700098973,trawler,30,2024-06-01 08:18:17.210435,11.57629,117.80603,12.6,354.5,351.8,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 08:23:17.210435,11.59391,117.80454,12.2,355.7,357.3,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 08:28:17.210435,11.61071,117.8025,12.1,0.5,359.5,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 08:33:17.210435,11.62758,117.80288,12.5,359.1,354.1,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 08:38:17.210435,11.64532,117.80228,12.7,356.4,359.1,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 08:43:17.210435,11.66319,117.80148,12.0,352.3,351.9,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 08:48:17.210435,11.67955,117.79977,11.9,351.4,349.1,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 08:53:17.210435,11.69583,117.79723,11.6,351.1,349.0,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 08:58:17.210435,11.71261,117.79474,11.4,343.0,346.1,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 09:03:17.210435,11.72691,117.79002,10.7,345.4,344.9,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 09:08:17.210435,11.74196,117.78632,11.1,349.4,351.3,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 09:13:17.210435,11.75739,117.78372,11.8,354.8,356.3,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 09:18:17.210435,11.77303,117.78239,11.8,4.7,7.2,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 09:23:17.210435,11.7893,117.78308,11.5,2.3,2.9,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 09:28:17.210435,11.80512,117.78415,10.8,9.4,11.9,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 09:33:17.210435,11.82051,117.78661,10.8,7.1,6.9,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 09:38:17.210435,11.83471,117.78896,10.3,8.4,14.4,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 09:43:17.210435,11.84894,117.79124,10.5,6.7,6.0,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 09:48:17.210435,11.86295,117.79275,11.1,6.7,6.2,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 09:53:17.210435,11.87777,117.79469,11.0,10.9,12.3,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 09:58:17.210435,11.8929,117.79696,10.9,6.9,7.1,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 10:03:17.210435,11.90737,117.7988,10.5,12.6,10.2,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 10:08:17.210435,11.92164,117.8024,10.8,19.4,20.0,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 10:13:17.210435,11.9359,117.80717,10.5,18.3,17.1,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 10:18:17.210435,11.94952,117.81228,11.4,22.9,24.0,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 10:23:17.210435,11.96358,117.81858,11.6,32.2,32.6,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 10:28:17.210435,11.97774,117.82777,12.2,33.8,33.4,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 10:33:17.210435,11.99111,117.83691,12.7,34.5,35.4,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 10:38:17.210435,12.00593,117.84725,12.0,34.9,34.8,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 10:43:17.210435,12.01878,117.85772,12.1,28.8,29.5,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 10:48:17.210435,12.03309,117.86562,12.0,35.9,37.2,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 10:53:17.210435,12.04685,117.87557,10.9,34.6,34.2,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 10:58:17.210435,12.05894,117.88486,11.0,34.3,34.5,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 11:03:17.210435,12.07144,117.89379,11.3,38.2,38.5,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 11:08:17.210435,12.08378,117.9034,10.9,46.5,47.8,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 11:13:17.210435,12.09405,117.91457,10.8,46.7,46.5,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 11:18:17.210435,12.10467,117.92568,10.4,48.4,45.7,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 11:23:17.210435,12.11339,117.93729,10.4,48.8,47.2,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 11:28:17.210435,12.12339,117.94864,11.1,55.4,52.1,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 11:33:17.210435,12.13204,117.96174,11.1,54.9,56.3,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 11:38:17.210435,12.14145,117.97492,11.8,56.1,54.9,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 11:43:17.210435,12.1498,117.98891,11.6,59.9,58.8,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 11:48:17.210435,12.15845,118.0031,11.6,62.2,62.3,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 11:53:17.210435,12.16564,118.01783,11.4,62.1,63.6,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 11:58:17.210435,12.17294,118.03178,11.3,64.9,66.1,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 12:03:17.210435,12.17978,118.0462,11.2,68.7,66.1,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 12:08:17.210435,12.18531,118.0615,11.1,62.0,58.2,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 12:13:17.210435,12.19218,118.0749,10.5,62.7,64.4,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 12:18:17.210435,12.19866,118.0887,11.1,64.9,64.2,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 12:23:17.210435,12.20482,118.10239,11.5,66.1,60.6,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 12:28:17.210435,12.2112,118.11783,11.0,64.2,63.6,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 12:33:17.210435,12.21784,118.13186,10.9,61.0,62.3,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 12:38:17.210435,12.22492,118.14587,11.0,62.3,61.5,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 12:43:17.210435,12.23197,118.15972,10.9,58.5,61.8,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 12:48:17.210435,12.23963,118.17306,10.2,52.9,55.2,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 12:53:17.210435,12.24813,118.18505,10.0,55.8,55.8,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 12:58:17.210435,12.25547,118.19675,9.9,49.6,48.4,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 13:03:17.210435,12.26434,118.20762,9.8,52.8,55.7,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 13:08:17.210435,12.27265,118.21912,10.1,52.0,53.2,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 13:13:17.210435,12.28142,118.23009,10.8,62.5,62.1,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 13:18:17.210435,12.28755,118.2439,10.4,62.4,64.7,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
700098973,trawler,30,2024-06-01 13:23:17.210435,12.29396,118.25704,10.7,70.2,67.8,0,51,7,3.3,VESSEL_PHI_000,TW,True,transit,False,philippines_eez
